PLANTA,TEMPORADA,F. BATCH,%SP+PNIR
MALABRIGO,2021 - I,27/04/2021,72 %
MALABRIGO,2021 - I,28/04/2021,33 %
MALABRIGO,2021 - I,29/04/2021,24 %
MALABRIGO,2021 - I,30/04/2021,17 %
MALABRIGO,2021 - I,01/05/2021,34 %
MALABRIGO,2021 - I,02/05/2021,19 %
MALABRIGO,2021 - I,03/05/2021,28 %
MALABRIGO,2021 - I,04/05/2021,32 %
MALABRIGO,2021 - I,05/05/2021,64 %
MALABRIGO,2021 - I,06/05/2021,56 %
MALABRIGO,2021 - I,07/05/2021,50 %
MALABRIGO,2021 - I,08/05/2021,48 %
MALABRIGO,2021 - I,09/05/2021,87 %
MALABRIGO,2021 - I,10/05/2021,50 %
MALABRIGO,2021 - I,11/05/2021,68 %
MALABRIGO,2021 - I,12/05/2021,88 %
MALABRIGO,2021 - I,13/05/2021,63 %
MALABRIGO,2021 - I,14/05/2021,60 %
MALABRIGO,2021 - I,22/05/2021,26 %
MALABRIGO,2021 - I,24/05/2021,61 %
MALABRIGO,2021 - I,25/05/2021,88 %
MALABRIGO,2021 - I,26/05/2021,77 %
MALABRIGO,2021 - I,27/05/2021,25 %
MALABRIGO,2021 - I,28/05/2021,5 %
MALABRIGO,2021 - I,29/05/2021,0 %
MALABRIGO,2021 - I,30/05/2021,0 %
MALABRIGO,2021 - I,31/05/2021,91 %
MALABRIGO,2021 - I,01/06/2021,94 %
MALABRIGO,2021 - I,03/06/2021,100 %
MALABRIGO,2021 - I,04/06/2021,83 %
MALABRIGO,2021 - I,05/06/2021,100 %
MALABRIGO,2021 - I,06/06/2021,51 %
MALABRIGO,2021 - I,07/06/2021,67 %
MALABRIGO,2021 - I,08/06/2021,68 %
MALABRIGO,2021 - I,09/06/2021,89 %
MALABRIGO,2021 - I,10/06/2021,70 %
MALABRIGO,2021 - I,12/06/2021,73 %
MALABRIGO,2021 - I,13/06/2021,49 %
MALABRIGO,2021 - I,14/06/2021,22 %
MALABRIGO,2021 - I,15/06/2021,38 %
MALABRIGO,2021 - I,16/06/2021,34 %
MALABRIGO,2021 - I,17/06/2021,21 %
MALABRIGO,2021 - I,18/06/2021,4 %
MALABRIGO,2021 - I,19/06/2021,0 %
MALABRIGO,2021 - I,21/06/2021,35 %
MALABRIGO,2021 - I,23/06/2021,94 %
MALABRIGO,2021 - I,24/06/2021,83 %
MALABRIGO,2021 - I,25/06/2021,32 %
MALABRIGO,2021 - I,27/06/2021,94 %
MALABRIGO,2021 - I,28/06/2021,100 %
MALABRIGO,2021 - I,29/06/2021,100 %
MALABRIGO,2021 - I,01/07/2021,100 %
MALABRIGO,2021 - I,03/07/2021,99 %
MALABRIGO,2021 - I,05/07/2021,92 %
MALABRIGO,2021 - II,15/11/2021,100 %
MALABRIGO,2021 - II,16/11/2021,100 %
MALABRIGO,2021 - II,17/11/2021,100 %
MALABRIGO,2021 - II,18/11/2021,95 %
MALABRIGO,2021 - II,19/11/2021,100 %
MALABRIGO,2021 - II,20/11/2021,100 %
MALABRIGO,2021 - II,21/11/2021,100 %
MALABRIGO,2021 - II,22/11/2021,100 %
MALABRIGO,2021 - II,23/11/2021,100 %
MALABRIGO,2021 - II,24/11/2021,97 %
MALABRIGO,2021 - II,25/11/2021,89 %
MALABRIGO,2021 - II,26/11/2021,19 %
MALABRIGO,2021 - II,27/11/2021,23 %
MALABRIGO,2021 - II,28/11/2021,23 %
MALABRIGO,2021 - II,04/12/2021,100 %
MALABRIGO,2021 - II,05/12/2021,100 %
MALABRIGO,2021 - II,14/12/2021,77 %
MALABRIGO,2021 - II,15/12/2021,65 %
MALABRIGO,2021 - II,16/12/2021,93 %
MALABRIGO,2021 - II,17/12/2021,75 %
MALABRIGO,2021 - II,18/12/2021,73 %
MALABRIGO,2021 - II,19/12/2021,39 %
MALABRIGO,2021 - II,20/12/2021,0 %
MALABRIGO,2021 - II,21/12/2021,79 %
MALABRIGO,2021 - II,22/12/2021,100 %
MALABRIGO,2021 - II,23/12/2021,92 %
MALABRIGO,2022 - I,12/05/2022,0 %
MALABRIGO,2022 - I,13/05/2022,0 %
MALABRIGO,2022 - I,15/05/2022,52 %
MALABRIGO,2022 - I,21/05/2022,46 %
MALABRIGO,2022 - I,22/05/2022,74 %
MALABRIGO,2022 - I,26/05/2022,36 %
MALABRIGO,2022 - I,28/05/2022,56 %
MALABRIGO,2022 - I,29/05/2022,10 %
MALABRIGO,2022 - I,30/05/2022,61 %
MALABRIGO,2022 - I,03/06/2022,51 %
MALABRIGO,2022 - I,04/06/2022,80 %
MALABRIGO,2022 - I,05/06/2022,51 %
MALABRIGO,2022 - I,06/06/2022,73 %
MALABRIGO,2022 - I,07/06/2022,84 %
MALABRIGO,2022 - I,08/06/2022,67 %
MALABRIGO,2022 - I,09/06/2022,22 %
MALABRIGO,2022 - I,10/06/2022,0 %
MALABRIGO,2022 - I,11/06/2022,93 %
MALABRIGO,2022 - I,12/06/2022,22 %
MALABRIGO,2022 - I,13/06/2022,43 %
MALABRIGO,2022 - I,17/06/2022,88 %
MALABRIGO,2022 - I,18/06/2022,65 %
MALABRIGO,2022 - I,19/06/2022,50 %
MALABRIGO,2022 - I,20/06/2022,0 %
MALABRIGO,2022 - I,24/06/2022,17 %
MALABRIGO,2022 - II,24/11/2022,88 %
MALABRIGO,2022 - II,25/11/2022,77 %
MALABRIGO,2022 - II,26/11/2022,75 %
MALABRIGO,2022 - II,27/11/2022,95 %
MALABRIGO,2022 - II,28/11/2022,92 %
MALABRIGO,2022 - II,30/11/2022,98 %
MALABRIGO,2022 - II,01/12/2022,89 %
MALABRIGO,2022 - II,02/12/2022,83 %
MALABRIGO,2022 - II,03/12/2022,100 %
MALABRIGO,2022 - II,04/12/2022,84 %
MALABRIGO,2022 - II,05/12/2022,97 %
MALABRIGO,2022 - II,06/12/2022,63 %
MALABRIGO,2022 - II,07/12/2022,53 %
MALABRIGO,2022 - II,08/12/2022,18 %
MALABRIGO,2022 - II,09/12/2022,32 %
MALABRIGO,2022 - II,10/12/2022,54 %
MALABRIGO,2022 - II,11/12/2022,32 %
MALABRIGO,2022 - II,12/12/2022,33 %
MALABRIGO,2022 - II,13/12/2022,10 %
MALABRIGO,2022 - II,15/12/2022,57 %
MALABRIGO,2022 - II,16/12/2022,32 %
MALABRIGO,2022 - II,17/12/2022,0 %
MALABRIGO,2022 - II,18/12/2022,0 %
MALABRIGO,2022 - II,21/12/2022,37 %
MALABRIGO,2022 - II,22/12/2022,0 %
MALABRIGO,2022 - II,23/12/2022,18 %
MALABRIGO,2022 - II,25/12/2022,56 %
MALABRIGO,2022 - II,26/12/2022,41 %
MALABRIGO,2022 - II,27/12/2022,65 %
MALABRIGO,2022 - II,28/12/2022,30 %
MALABRIGO,2022 - II,29/12/2022,59 %
MALABRIGO,2022 - II,30/12/2022,30 %
MALABRIGO,2022 - II,31/12/2022,43 %
MALABRIGO,2022 - II,01/01/2023,47 %
MALABRIGO,2022 - II,02/01/2023,0 %
MALABRIGO,2022 - II,03/01/2023,47 %
MALABRIGO,2022 - II,04/01/2023,11 %
MALABRIGO,2022 - II,05/01/2023,17 %
MALABRIGO,2022 - II,06/01/2023,0 %
MALABRIGO,2022 - II,07/01/2023,0 %
MALABRIGO,2022 - II,08/01/2023,0 %
MALABRIGO,2022 - II,09/01/2023,0 %
MALABRIGO,2022 - II,10/01/2023,3 %
MALABRIGO,2022 - II,13/01/2023,0 %
MALABRIGO,2022 - II,14/01/2023,10 %
MALABRIGO,2022 - II,15/01/2023,0 %
MALABRIGO,2022 - II,16/01/2023,0 %
MALABRIGO,2022 - II,19/01/2023,0 %
MALABRIGO,2022 - II,22/01/2023,11 %
MALABRIGO,2022 - II,23/01/2023,0 %
MALABRIGO,2022 - II,24/01/2023,0 %
MALABRIGO,2022 - II,26/01/2023,18 %
MALABRIGO,2022 - II,28/01/2023,0 %
MALABRIGO,2022 - II,29/01/2023,27 %
MALABRIGO,2022 - II,30/01/2023,23 %
MALABRIGO,2022 - II,31/01/2023,8 %
MALABRIGO,2022 - II,01/02/2023,6 %
MALABRIGO,2022 - II,02/02/2023,53 %
MALABRIGO,2022 - II,03/02/2023,63 %
MALABRIGO,2022 - II,04/02/2023,0 %
MALABRIGO,2023 - I,03/06/2023,0 %
MALABRIGO,2023 - I,04/06/2023,0 %
MALABRIGO,2023 - I,05/06/2023,0 %
MALABRIGO,2023 - I,04/08/2023,0 %
MALABRIGO,2023 - I,05/08/2023,55 %
MALABRIGO,2023 - I,06/08/2023,31 %
MALABRIGO,2023 - I,07/08/2023,33 %
MALABRIGO,2023 - I,08/08/2023,0 %
MALABRIGO,2023 - I,09/08/2023,0 %
MALABRIGO,2023 - I,10/08/2023,0 %
MALABRIGO,2023 - I,11/08/2023,32 %
MALABRIGO,2023 - I,12/08/2023,15 %
MALABRIGO,2023 - II,21/10/2023,19 %
MALABRIGO,2023 - II,22/10/2023,0 %
MALABRIGO,2023 - II,23/10/2023,41 %
MALABRIGO,2023 - II,24/10/2023,22 %
MALABRIGO,2023 - II,26/10/2023,30 %
MALABRIGO,2023 - II,27/10/2023,0 %
MALABRIGO,2023 - II,01/11/2023,21 %
MALABRIGO,2023 - II,02/11/2023,76 %
MALABRIGO,2023 - II,03/11/2023,9 %
MALABRIGO,2023 - II,04/11/2023,30 %
MALABRIGO,2023 - II,05/11/2023,9 %
MALABRIGO,2023 - II,06/11/2023,0 %
MALABRIGO,2023 - II,08/11/2023,52 %
MALABRIGO,2023 - II,09/11/2023,0 %
MALABRIGO,2023 - II,10/11/2023,34 %
MALABRIGO,2023 - II,11/11/2023,37 %
MALABRIGO,2023 - II,12/11/2023,79 %
MALABRIGO,2023 - II,13/11/2023,53 %
MALABRIGO,2023 - II,14/11/2023,0 %
MALABRIGO,2023 - II,15/11/2023,7 %
MALABRIGO,2023 - II,16/11/2023,0 %
MALABRIGO,2023 - II,18/11/2023,66 %
MALABRIGO,2023 - II,19/11/2023,0 %
MALABRIGO,2023 - II,20/11/2023,45 %
MALABRIGO,2023 - II,21/11/2023,0 %
MALABRIGO,2023 - II,24/11/2023,64 %
MALABRIGO,2023 - II,25/11/2023,21 %
MALABRIGO,2023 - II,26/11/2023,0 %
MALABRIGO,2023 - II,28/11/2023,0 %
MALABRIGO,2023 - II,03/12/2023,0 %
MALABRIGO,2023 - II,04/12/2023,55 %
MALABRIGO,2024 - I,16/04/2024,26 %
MALABRIGO,2024 - I,17/04/2024,0 %
MALABRIGO,2024 - I,18/04/2024,0 %
MALABRIGO,2024 - I,19/04/2024,24 %
MALABRIGO,2024 - I,20/04/2024,27 %
MALABRIGO,2024 - I,21/04/2024,25 %
MALABRIGO,2024 - I,22/04/2024,61 %
MALABRIGO,2024 - I,23/04/2024,25 %
MALABRIGO,2024 - I,24/04/2024,58 %
MALABRIGO,2024 - I,25/04/2024,0 %
MALABRIGO,2024 - I,26/04/2024,0 %
MALABRIGO,2024 - I,27/04/2024,0 %
MALABRIGO,2024 - I,28/04/2024,0 %
MALABRIGO,2024 - I,29/04/2024,12 %
MALABRIGO,2024 - I,30/04/2024,0 %
MALABRIGO,2024 - I,01/05/2024,67 %
MALABRIGO,2024 - I,02/05/2024,8 %
MALABRIGO,2024 - I,03/05/2024,42 %
MALABRIGO,2024 - I,04/05/2024,49 %
MALABRIGO,2024 - I,05/05/2024,75 %
MALABRIGO,2024 - I,06/05/2024,49 %
MALABRIGO,2024 - I,07/05/2024,10 %
MALABRIGO,2024 - I,08/05/2024,24 %
MALABRIGO,2024 - I,09/05/2024,59 %
MALABRIGO,2024 - I,10/05/2024,66 %
MALABRIGO,2024 - I,11/05/2024,65 %
MALABRIGO,2024 - I,12/05/2024,64 %
MALABRIGO,2024 - I,13/05/2024,51 %
MALABRIGO,2024 - I,14/05/2024,41 %
MALABRIGO,2024 - I,15/05/2024,33 %
MALABRIGO,2024 - I,16/05/2024,59 %
MALABRIGO,2024 - I,17/05/2024,61 %
MALABRIGO,2024 - I,18/05/2024,61 %
MALABRIGO,2024 - I,19/05/2024,75 %
MALABRIGO,2024 - I,21/05/2024,85 %
MALABRIGO,2024 - I,22/05/2024,37 %
MALABRIGO,2024 - I,23/05/2024,0 %
MALABRIGO,2024 - I,24/05/2024,55 %
MALABRIGO,2024 - I,25/05/2024,9 %
MALABRIGO,2024 - I,26/05/2024,0 %
MALABRIGO,2024 - I,27/05/2024,63 %
MALABRIGO,2024 - I,28/05/2024,42 %
MALABRIGO,2024 - I,29/05/2024,40 %
MALABRIGO,2024 - I,30/05/2024,16 %
MALABRIGO,2024 - I,31/05/2024,0 %
MALABRIGO,2024 - I,01/06/2024,75 %
MALABRIGO,2024 - I,02/06/2024,95 %
MALABRIGO,2024 - I,03/06/2024,36 %
MALABRIGO,2024 - II,01/11/2024,100 %
MALABRIGO,2024 - II,02/11/2024,61 %
MALABRIGO,2024 - II,03/11/2024,9 %
MALABRIGO,2024 - II,04/11/2024,40 %
MALABRIGO,2024 - II,05/11/2024,83 %
MALABRIGO,2024 - II,06/11/2024,82 %
MALABRIGO,2024 - II,07/11/2024,9 %
MALABRIGO,2024 - II,08/11/2024,41 %
MALABRIGO,2024 - II,09/11/2024,36 %
MALABRIGO,2024 - II,10/11/2024,11 %
MALABRIGO,2024 - II,11/11/2024,96 %
MALABRIGO,2024 - II,12/11/2024,64 %
MALABRIGO,2024 - II,13/11/2024,17 %
MALABRIGO,2024 - II,14/11/2024,53 %
MALABRIGO,2024 - II,15/11/2024,0 %
MALABRIGO,2024 - II,19/11/2024,0 %
MALABRIGO,2024 - II,20/11/2024,0 %
MALABRIGO,2024 - II,21/11/2024,17 %
MALABRIGO,2024 - II,22/11/2024,12 %
MALABRIGO,2024 - II,23/11/2024,80 %
MALABRIGO,2024 - II,24/11/2024,80 %
MALABRIGO,2024 - II,25/11/2024,0 %
MALABRIGO,2024 - II,27/11/2024,94 %
MALABRIGO,2024 - II,28/11/2024,94 %
MALABRIGO,2024 - II,29/11/2024,16 %
MALABRIGO,2024 - II,30/11/2024,45 %
MALABRIGO,2024 - II,01/12/2024,10 %
MALABRIGO,2024 - II,02/12/2024,5 %
MALABRIGO,2024 - II,03/12/2024,12 %
MALABRIGO,2024 - II,04/12/2024,0 %
MALABRIGO,2024 - II,05/12/2024,0 %
MALABRIGO,2024 - II,06/12/2024,0 %
MALABRIGO,2024 - II,07/12/2024,0 %
MALABRIGO,2024 - II,08/12/2024,0 %
MALABRIGO,2024 - II,09/12/2024,0 %
MALABRIGO,2024 - II,10/12/2024,0 %
MALABRIGO,2024 - II,11/12/2024,4 %
MALABRIGO,2024 - II,12/12/2024,7 %
MALABRIGO,2024 - II,13/12/2024,0 %
MALABRIGO,2024 - II,14/12/2024,0 %
MALABRIGO,2024 - II,15/12/2024,39 %
MALABRIGO,2024 - II,16/12/2024,50 %
MALABRIGO,2024 - II,17/12/2024,9 %
MALABRIGO,2024 - II,18/12/2024,47 %
MALABRIGO,2024 - II,19/12/2024,17 %
MALABRIGO,2024 - II,20/12/2024,8 %
MALABRIGO,2024 - II,30/12/2024,0 %
MALABRIGO,2024 - II,31/12/2024,52 %
MALABRIGO,2024 - II,01/01/2025,49 %
MALABRIGO,2024 - II,02/01/2025,28 %
MALABRIGO,2024 - II,03/01/2025,0 %
MALABRIGO,2024 - II,04/01/2025,0 %
MALABRIGO,2024 - II,09/01/2025,18 %
MALABRIGO,2024 - II,10/01/2025,0 %
MALABRIGO,2024 - II,11/01/2025,40 %
MALABRIGO,2024 - II,12/01/2025,23 %
MALABRIGO,2024 - II,13/01/2025,0 %
MALABRIGO,2024 - II,14/01/2025,0 %
MALABRIGO,2024 - II,15/01/2025,57 %
MALABRIGO,2024 - II,16/01/2025,41 %
MALABRIGO,2024 - II,17/01/2025,2 %
MALABRIGO,2024 - II,18/01/2025,0 %
CHIMBOTE,2023 - I,,0 %
