PLANTA,TEMPORADA,Fecha_Batch,DESCARG,TDC_POND,JUVX2,Munida_pond
Supe,2020 - II,23/12/20,562,42.6,2.2 %,12.8
Supe,2020 - II,26/12/20,"1,158",30.1,0.0 %,4.4
Supe,2020 - II,27/12/20,"1,199",21.8,0.0 %,2.6
Supe,2020 - II,29/12/20,234,13.3,2.6 %,0.0
Supe,2020 - II,30/12/20,587,34.7,0.7 %,4.1
Supe,2020 - II,31/12/20,874,41.8,0.0 %,0.0
Supe,2020 - II,4/01/21,696,33.9,0.0 %,1.7
Supe,2020 - II,5/01/21,570,18.1,0.0 %,1.7
Supe,2020 - II,7/01/21,734,16.5,17.6 %,1.7
Supe,2020 - II,8/01/21,658,15.1,7.1 %,2.1
Supe,2020 - II,10/01/21,689,11.4,11.1 %,3.3
Supe,2020 - II,11/01/21,"1,011",8.5,16.4 %,3.8
Supe,2020 - II,12/01/21,"1,651",10.6,13.5 %,8.5
Supe,2020 - II,13/01/21,"1,208",11.3,24.2 %,4.2
Supe,2020 - II,15/01/21,594,9.1,31.6 %,3.7
Supe,2020 - II,16/01/21,601,10.3,29.2 %,4.6
Supe,2021 - I,30/04/21,660,14.3,2.2 %,2.5
Supe,2021 - I,1/05/21,793,16.2,11.5 %,7.6
Supe,2021 - I,3/05/21,426,10.7,42.0 %,1.4
Supe,2021 - I,4/05/21,"1,285",12.3,15.4 %,0.1
Supe,2021 - I,5/05/21,"1,534",14.8,7.9 %,0.0
Supe,2021 - I,6/05/21,"1,119",12.8,9.5 %,0.0
Supe,2021 - I,7/05/21,"1,723",18.7,20.8 %,0.0
Supe,2021 - I,8/05/21,817,21.8,25.8 %,0.8
Supe,2021 - I,9/05/21,932,11.4,15.8 %,0.0
Supe,2021 - I,10/05/21,279,26.8,0.0 %,0.0
Supe,2021 - I,11/05/21,"1,162",21.3,12.7 %,0.0
Supe,2021 - I,14/05/21,836,18.0,0.8 %,0.0
Supe,2021 - I,23/05/21,"1,302",20.9,1.7 %,0.5
Supe,2021 - I,24/05/21,"1,078",29.2,12.9 %,0.2
Supe,2021 - I,25/05/21,749,19.7,0.0 %,0.0
Supe,2021 - I,30/05/21,"1,232",36.1,36.6 %,0.0
Supe,2021 - I,3/06/21,"1,145",14.9,19.2 %,0.0
Supe,2021 - I,4/06/21,352,9.1,15.1 %,0.1
Supe,2021 - II,15/11/21,474,12.0,0.0 %,0.0
Supe,2021 - II,16/11/21,956,15.5,11.3 %,7.8
Supe,2021 - II,17/11/21,"1,036",13.1,0.0 %,0.1
Supe,2021 - II,18/11/21,"1,109",12.0,7.0 %,0.0
Supe,2021 - II,19/11/21,"1,642",13.5,2.9 %,0.1
Supe,2021 - II,20/11/21,"1,742",13.6,3.5 %,0.2
Supe,2021 - II,21/11/21,"1,320",15.0,2.7 %,0.2
Supe,2021 - II,22/11/21,927,6.5,0.0 %,1.2
Supe,2021 - II,23/11/21,"1,491",12.8,1.7 %,3.5
Supe,2021 - II,24/11/21,"1,191",10.3,4.1 %,3.3
Supe,2021 - II,25/11/21,"1,563",15.5,0.3 %,0.0
Supe,2021 - II,26/11/21,"1,552",16.1,0.0 %,0.0
Supe,2021 - II,27/11/21,"1,354",14.1,0.3 %,0.0
Supe,2021 - II,28/11/21,"1,750",13.0,1.1 %,0.0
Supe,2021 - II,29/11/21,"1,741",14.4,3.4 %,0.2
Supe,2021 - II,30/11/21,210,13.0,1.6 %,0.0
Supe,2021 - II,1/12/21,"1,660",13.7,0.0 %,0.0
Supe,2021 - II,2/12/21,"1,689",19.7,3.9 %,0.0
Supe,2021 - II,3/12/21,"1,748",24.1,2.3 %,0.0
Supe,2021 - II,4/12/21,"1,520",12.2,2.0 %,0.0
Supe,2021 - II,5/12/21,869,25.2,11.3 %,0.0
Supe,2021 - II,6/12/21,"1,784",14.1,3.6 %,0.0
Supe,2021 - II,7/12/21,"1,253",14.0,4.1 %,0.0
Supe,2021 - II,8/12/21,"1,031",16.5,14.8 %,7.3
Supe,2021 - II,9/12/21,722,16.3,13.8 %,4.8
Supe,2021 - II,10/12/21,811,12.3,5.8 %,9.3
Supe,2021 - II,11/12/21,"1,012",12.9,4.1 %,9.5
Supe,2021 - II,12/12/21,509,8.6,6.8 %,1.4
Supe,2021 - II,13/12/21,728,11.6,7.2 %,8.0
Supe,2021 - II,15/12/21,855,12.2,4.6 %,2.3
Supe,2021 - II,16/12/21,"1,619",12.7,44.3 %,11.7
Supe,2021 - II,17/12/21,613,11.0,27.4 %,8.4
Supe,2022 - I,5/05/22,"1,653",14.0,60.9 %,3.1
Supe,2022 - I,6/05/22,"1,488",13.8,51.5 %,1.3
Supe,2022 - I,7/05/22,"1,601",13.8,14.7 %,3.8
Supe,2022 - I,8/05/22,"1,675",19.8,46.4 %,5.2
Supe,2022 - I,11/05/22,"1,123",32.9,22.0 %,0.0
Supe,2022 - I,12/05/22,"1,813",12.7,36.1 %,5.6
Supe,2022 - I,13/05/22,"1,665",14.4,56.3 %,11.0
Supe,2022 - I,14/05/22,"2,270",16.4,46.8 %,0.9
Supe,2022 - I,16/05/22,"1,830",28.4,7.7 %,0.8
Supe,2022 - I,17/05/22,76,31.3,6.4 %,0.6
Supe,2022 - I,19/05/22,"1,920",17.1,10.2 %,0.1
Supe,2022 - I,21/05/22,"1,488",16.5,9.8 %,0.0
Supe,2022 - I,22/05/22,"1,478",12.6,14.5 %,0.0
Supe,2022 - I,23/05/22,653,15.4,21.4 %,0.0
Supe,2022 - I,24/05/22,484,11.3,30.0 %,0.0
Supe,2022 - I,26/05/22,"1,095",19.6,39.8 %,0.0
Supe,2022 - I,27/05/22,621,11.1,13.1 %,0.0
Supe,2022 - I,28/05/22,"1,684",26.8,27.5 %,1.1
Supe,2022 - I,29/05/22,427,14.3,21.9 %,0.1
Supe,2022 - I,30/05/22,990,21.9,20.3 %,0.4
Supe,2022 - I,31/05/22,"1,163",14.7,10.2 %,0.1
Supe,2022 - I,1/06/22,961,20.5,12.6 %,0.0
Supe,2022 - I,2/06/22,"1,440",28.0,15.2 %,0.0
Supe,2022 - I,3/06/22,"1,274",16.3,28.6 %,6.1
Supe,2022 - I,9/06/22,237,7.7,0.8 %,0.0
Supe,2022 - I,10/06/22,454,12.9,15.2 %,0.0
Supe,2022 - I,11/06/22,"1,930",22.3,11.1 %,6.1
Supe,2022 - I,12/06/22,"1,094",16.2,11.1 %,5.4
Supe,2022 - I,13/06/22,"1,008",17.7,30.6 %,22.8
Supe,2022 - I,15/06/22,"1,128",20.0,20.1 %,1.9
Supe,2022 - I,16/06/22,"1,191",10.6,25.6 %,1.8
Supe,2022 - I,17/06/22,744,19.9,33.2 %,15.3
Supe,2022 - I,18/06/22,"1,580",26.4,31.9 %,2.7
Supe,2022 - I,19/06/22,"1,155",16.3,67.4 %,3.4
Supe,2022 - I,20/06/22,"1,260",10.3,19.2 %,0.4
Supe,2022 - I,21/06/22,"1,928",15.6,10.5 %,0.5
Supe,2022 - I,22/06/22,"1,519",18.7,7.4 %,0.0
Supe,2022 - I,2/07/22,852,9.3,36.2 %,0.0
Supe,2022 - I,3/07/22,"1,289",22.4,3.6 %,2.1
Supe,2022 - I,5/07/22,930,12.2,27.4 %,2.3
Supe,2022 - I,6/07/22,"1,127",5.8,54.0 %,3.5
Supe,2022 - I,7/07/22,683,10.7,48.4 %,10.6
Supe,2022 - I,9/07/22,904,32.8,0.0 %,0.0
Supe,2022 - I,11/07/22,314,15.8,48.8 %,7.4
Supe,2022 - II,23/11/22,"1,413",13.3,19.8 %,0.7
Supe,2022 - II,26/11/22,777,32.0,4.3 %,0.1
Supe,2022 - II,28/11/22,"1,671",22.7,21.5 %,3.1
Supe,2022 - II,30/11/22,808,14.1,5.2 %,0.0
Supe,2022 - II,4/12/22,"1,112",8.6,59.1 %,4.7
Supe,2022 - II,5/12/22,687,13.3,0.5 %,0.0
Supe,2022 - II,6/12/22,762,11.4,4.3 %,0.0
Supe,2022 - II,8/12/22,344,33.2,4.4 %,4.4
Supe,2022 - II,9/12/22,579,10.0,52.9 %,3.8
Supe,2022 - II,10/12/22,356,7.2,52.8 %,1.0
Supe,2022 - II,12/12/22,960,37.9,11.8 %,0.4
Supe,2022 - II,14/12/22,"1,747",15.5,5.3 %,0.0
Supe,2022 - II,15/12/22,858,12.3,13.1 %,0.3
Supe,2022 - II,16/12/22,832,11.7,6.2 %,0.0
Supe,2022 - II,17/12/22,"1,497",17.4,16.0 %,0.9
Supe,2022 - II,18/12/22,"1,260",13.5,0.4 %,0.0
Supe,2022 - II,19/12/22,"1,427",13.7,2.5 %,0.0
Supe,2022 - II,20/12/22,"1,723",16.7,17.5 %,0.2
Supe,2022 - II,21/12/22,"1,310",19.9,40.4 %,1.0
Supe,2022 - II,22/12/22,103,13.2,26.9 %,1.8
Supe,2022 - II,27/12/22,597,15.6,23.8 %,2.7
Supe,2022 - II,29/12/22,"1,113",16.7,2.8 %,0.0
Supe,2022 - II,30/12/22,592,11.4,20.8 %,1.1
Supe,2022 - II,2/01/23,428,7.4,54.4 %,0.5
Supe,2022 - II,14/01/23,570,10.7,71.9 %,5.7
Supe,2023 - II,21/10/23,"1,702",11.4,65.1 %,0.0
Supe,2023 - II,22/10/23,"1,331",12.5,86.6 %,0.0
Supe,2023 - II,25/10/23,584,12.8,84.8 %,0.0
Supe,2023 - II,26/10/23,979,14.6,51.9 %,0.0
Supe,2023 - II,31/10/23,"1,644",11.1,65.5 %,0.0
Supe,2023 - II,1/11/23,"1,746",20.4,84.1 %,0.0
Supe,2023 - II,2/11/23,"1,188",14.3,37.5 %,0.0
Supe,2023 - II,3/11/23,"1,921",22.3,19.6 %,0.0
Supe,2023 - II,5/11/23,"1,765",16.4,67.4 %,5.4
Supe,2023 - II,6/11/23,"1,702",14.1,31.2 %,0.0
Supe,2023 - II,7/11/23,"1,161",22.1,39.8 %,0.0
Supe,2023 - II,8/11/23,"1,678",19.0,12.2 %,0.0
Supe,2023 - II,9/11/23,"1,699",20.8,32.5 %,0.0
Supe,2023 - II,11/11/23,"1,769",12.7,48.9 %,0.2
Supe,2023 - II,12/11/23,831,12.0,65.1 %,0.0
Supe,2023 - II,13/11/23,982,17.6,41.1 %,0.0
Supe,2023 - II,14/11/23,407,16.6,44.8 %,0.0
Supe,2023 - II,15/11/23,604,29.2,44.7 %,0.0
Supe,2023 - II,21/11/23,"1,518",23.2,34.8 %,0.0
Supe,2023 - II,22/11/23,568,15.8,20.2 %,0.0
Supe,2023 - II,23/11/23,776,13.1,25.2 %,0.0
Supe,2023 - II,28/11/23,298,9.7,7.8 %,0.0
Supe,2023 - II,30/11/23,94,10.0,36.0 %,0.0
Supe,2023 - II,1/12/23,177,9.3,29.8 %,0.0
Supe,2024 - I,17/04/24,"1,761",21.1,79.7 %,0.9
Supe,2024 - I,19/04/24,311,10.7,16.3 %,0.0
Supe,2024 - I,24/04/24,664,10.0,57.7 %,0.5
Supe,2024 - I,25/04/24,"1,686",30.1,70.4 %,0.0
Supe,2024 - I,27/04/24,"1,006",17.5,61.9 %,0.0
Supe,2024 - I,28/04/24,499,11.1,63.9 %,3.4
Supe,2024 - I,29/04/24,"1,238",12.8,66.6 %,4.0
Supe,2024 - I,30/04/24,"1,754",29.1,61.2 %,0.1
Supe,2024 - I,1/05/24,"1,345",14.8,74.9 %,4.3
Supe,2024 - I,2/05/24,"1,692",12.5,40.6 %,0.0
Supe,2024 - I,3/05/24,"1,438",16.0,70.3 %,2.9
Supe,2024 - I,4/05/24,298,9.1,31.8 %,1.0
Supe,2024 - I,5/05/24,"1,494",20.1,66.6 %,9.8
Supe,2024 - I,6/05/24,470,10.6,22.3 %,0.1
Supe,2024 - I,7/05/24,521,17.9,30.1 %,2.0
Supe,2024 - I,8/05/24,"1,664",14.0,28.0 %,0.3
Supe,2024 - I,9/05/24,885,12.9,4.7 %,0.0
Supe,2024 - I,10/05/24,"1,986",11.3,2.9 %,0.0
Supe,2024 - I,11/05/24,"1,291",15.2,23.2 %,0.3
Supe,2024 - I,12/05/24,358,13.9,94.3 %,36.9
Supe,2024 - I,14/05/24,872,9.6,55.0 %,1.5
Supe,2024 - I,15/05/24,926,12.0,27.2 %,0.7
Supe,2024 - I,19/05/24,747,12.1,6.6 %,0.1
Supe,2024 - I,20/05/24,810,12.5,12.1 %,0.0
Supe,2024 - I,21/05/24,"1,242",16.6,2.6 %,0.0
Supe,2024 - I,22/05/24,863,10.4,22.1 %,0.0
Supe,2024 - I,23/05/24,"1,637",13.5,30.5 %,0.0
Supe,2024 - I,24/05/24,891,15.0,13.8 %,0.7
Supe,2024 - I,25/05/24,740,11.2,52.7 %,1.8
Supe,2024 - I,26/05/24,"1,094",22.1,57.1 %,13.5
Supe,2024 - I,27/05/24,643,21.4,32.7 %,3.1
Supe,2024 - I,28/05/24,879,12.2,14.7 %,0.0
Supe,2024 - I,29/05/24,485,10.6,19.1 %,0.0
Supe,2024 - I,30/05/24,862,11.6,21.2 %,4.1
Supe,2024 - I,31/05/24,255,11.6,64.9 %,6.1
Supe,2024 - I,4/06/24,"1,609",26.9,4.0 %,0.1
Supe,2024 - II,1/11/24,"1,514",13.7,5.4 %,0.2
Supe,2024 - II,2/11/24,"1,061",14.5,1.5 %,0.7
Supe,2024 - II,3/11/24,"1,396",13.9,6.5 %,5.8
Supe,2024 - II,4/11/24,"1,310",18.7,4.6 %,1.1
Supe,2024 - II,5/11/24,"1,300",13.1,6.4 %,0.0
Supe,2024 - II,8/11/24,339,23.3,17.7 %,0.0
Supe,2024 - II,10/11/24,"1,619",15.0,6.9 %,4.1
Supe,2024 - II,11/11/24,"1,400",20.5,25.1 %,0.8
Supe,2024 - II,12/11/24,592,16.7,4.9 %,0.0
Supe,2024 - II,13/11/24,"1,447",18.6,5.5 %,0.8
Supe,2024 - II,14/11/24,"1,460",12.9,3.5 %,1.5
Supe,2024 - II,15/11/24,"1,425",20.4,4.3 %,0.0
Supe,2024 - II,16/11/24,496,11.5,34.0 %,0.2
Supe,2024 - II,17/11/24,408,10.5,5.7 %,7.0
Supe,2024 - II,23/11/24,897,12.6,28.3 %,17.2
Supe,2024 - II,24/11/24,"1,410",9.3,37.1 %,1.6
Supe,2024 - II,9/12/24,554,14.2,9.6 %,2.8
Supe,2024 - II,13/12/24,"1,537",24.6,0.0 %,0.6
Supe,2024 - II,15/12/24,590,17.4,32.3 %,21.1
Supe,2024 - II,17/12/24,"1,288",16.9,26.7 %,2.0
Supe,2024 - II,18/12/24,228,13.8,1.1 %,22.2
Supe,2024 - II,23/12/24,"1,901",25.3,8.1 %,0.9
Supe,2024 - II,27/12/24,"1,435",16.5,42.7 %,11.9
Supe,2024 - II,30/12/24,"1,769",14.8,4.7 %,14.7
Supe,2024 - II,31/12/24,449,6.8,5.1 %,9.4
Supe,2024 - II,5/01/25,"1,503",13.9,15.7 %,4.4
Supe,2024 - II,6/01/25,895,16.3,19.4 %,8.7
Supe,2024 - II,7/01/25,"1,607",12.1,0.2 %,10.0
Supe,2024 - II,8/01/25,438,8.8,1.9 %,15.6
Supe,2024 - II,9/01/25,904,12.4,5.7 %,7.3
Supe,2024 - II,10/01/25,400,8.8,16.8 %,23.0
Supe,2024 - II,11/01/25,17,9.5,0.0 %,45.0
Supe,2024 - II,12/01/25,990,15.6,6.6 %,1.9
Supe,2024 - II,13/01/25,"1,471",20.5,7.8 %,14.1
Supe,2024 - II,14/01/25,33,6.0,3.3 %,5.5
Supe,2024 - II,15/01/25,229,6.5,8.5 %,5.3
Supe,2024 - II,16/01/25,298,6.1,9.4 %,1.2
Supe,2024 - II,17/01/25,376,11.0,25.0 %,2.0
Vegueta,2019 - II,,"30,595",22.9,0.2 %,0.4
Vegueta,2020 - I,,"98,573",18.1,17.0 %,0.8
Vegueta,2020 - II,,280,29.1,0.0 %,14.3
Vegueta,2020 - II,12/11/20,446,9.2,1.3 %,0.1
Vegueta,2020 - II,13/11/20,"1,322",10.7,0.7 %,0.1
Vegueta,2020 - II,14/11/20,"2,498",16.3,9.3 %,0.0
Vegueta,2020 - II,15/11/20,591,10.0,1.5 %,0.0
Vegueta,2020 - II,16/11/20,"2,457",22.0,19.4 %,0.6
Vegueta,2020 - II,17/11/20,"1,591",16.2,16.1 %,3.4
Vegueta,2020 - II,18/11/20,"2,462",12.9,26.8 %,4.3
Vegueta,2020 - II,19/11/20,"1,478",17.4,21.2 %,2.3
Vegueta,2020 - II,20/11/20,767,14.1,1.6 %,2.6
Vegueta,2020 - II,21/11/20,613,10.6,1.4 %,0.0
Vegueta,2020 - II,22/11/20,"1,999",18.0,0.1 %,0.0
Vegueta,2020 - II,23/11/20,"1,299",10.5,0.0 %,0.1
Vegueta,2020 - II,24/11/20,"1,288",12.5,2.4 %,0.5
Vegueta,2020 - II,25/11/20,"1,519",12.1,0.0 %,0.0
Vegueta,2020 - II,26/11/20,"2,275",15.6,0.0 %,0.0
Vegueta,2020 - II,27/11/20,"1,212",14.0,6.8 %,4.3
Vegueta,2020 - II,30/11/20,"1,956",30.7,4.0 %,0.0
Vegueta,2020 - II,2/12/20,"1,414",31.1,1.1 %,0.0
Vegueta,2020 - II,3/12/20,491,11.1,28.5 %,0.0
Vegueta,2020 - II,4/12/20,"1,130",31.6,3.7 %,0.0
Vegueta,2020 - II,6/12/20,"1,962",15.4,2.4 %,0.7
Vegueta,2020 - II,7/12/20,"1,636",14.3,14.4 %,0.8
Vegueta,2020 - II,8/12/20,"1,606",11.4,14.7 %,7.4
Vegueta,2020 - II,9/12/20,752,10.9,6.6 %,0.6
Vegueta,2020 - II,12/12/20,964,16.6,0.6 %,0.8
Vegueta,2020 - II,13/12/20,"1,855",17.1,0.0 %,0.0
Vegueta,2020 - II,14/12/20,"1,278",13.6,0.6 %,6.9
Vegueta,2020 - II,15/12/20,"1,221",9.4,3.5 %,10.7
Vegueta,2020 - II,16/12/20,"1,382",12.5,0.0 %,3.0
Vegueta,2020 - II,17/12/20,"2,333",30.4,0.2 %,0.9
Vegueta,2020 - II,19/12/20,"2,426",11.6,13.3 %,6.6
Vegueta,2020 - II,20/12/20,197,6.9,4.5 %,11.2
Vegueta,2020 - II,21/12/20,718,27.5,0.0 %,2.5
Vegueta,2020 - II,22/12/20,966,28.3,0.0 %,3.6
Vegueta,2020 - II,23/12/20,688,39.8,0.0 %,3.5
Vegueta,2020 - II,26/12/20,558,27.9,0.0 %,0.4
Vegueta,2020 - II,27/12/20,"1,520",24.7,0.8 %,0.0
Vegueta,2020 - II,28/12/20,"1,042",36.2,0.0 %,0.3
Vegueta,2020 - II,31/12/20,"1,408",41.2,0.0 %,3.7
Vegueta,2020 - II,6/01/21,"1,129",7.7,28.6 %,0.8
Vegueta,2020 - II,9/01/21,816,10.9,6.2 %,2.9
Vegueta,2020 - II,10/01/21,994,13.2,18.5 %,1.6
Vegueta,2020 - II,11/01/21,"1,450",10.6,7.0 %,1.5
Vegueta,2020 - II,12/01/21,"2,278",13.6,21.2 %,4.8
Vegueta,2020 - II,13/01/21,"1,490",13.1,24.5 %,2.9
Vegueta,2020 - II,15/01/21,454,9.5,49.3 %,9.2
Vegueta,2020 - II,16/01/21,896,13.3,26.6 %,1.2
Vegueta,2020 - II,18/01/21,664,8.3,67.2 %,0.4
Vegueta,2020 - II,19/01/21,"1,578",7.2,22.0 %,1.9
Vegueta,2020 - II,21/01/21,698,8.4,31.4 %,4.3
Vegueta,2021 - I,30/04/21,"1,741",11.9,29.0 %,0.8
Vegueta,2021 - I,1/05/21,"2,643",14.5,15.9 %,3.0
Vegueta,2021 - I,2/05/21,"2,973",13.5,7.7 %,0.3
Vegueta,2021 - I,3/05/21,"1,188",10.6,25.8 %,0.9
Vegueta,2021 - I,4/05/21,"2,656",12.9,15.2 %,0.0
Vegueta,2021 - I,5/05/21,"2,533",14.2,17.8 %,0.0
Vegueta,2021 - I,6/05/21,"2,586",13.8,12.9 %,0.6
Vegueta,2021 - I,7/05/21,"2,693",14.0,11.4 %,0.0
Vegueta,2021 - I,8/05/21,"2,048",13.8,36.6 %,0.1
Vegueta,2021 - I,9/05/21,"2,410",15.6,33.5 %,0.0
Vegueta,2021 - I,10/05/21,336,10.4,59.8 %,0.0
Vegueta,2021 - I,11/05/21,524,13.2,18.1 %,0.1
Vegueta,2021 - I,12/05/21,"1,817",13.3,30.9 %,1.4
Vegueta,2021 - I,13/05/21,915,10.2,59.1 %,0.0
Vegueta,2021 - I,14/05/21,711,10.1,22.7 %,0.0
Vegueta,2021 - I,15/05/21,"3,261",25.2,7.0 %,0.7
Vegueta,2021 - I,16/05/21,"1,832",11.1,36.6 %,0.0
Vegueta,2021 - I,18/05/21,973,11.5,43.1 %,1.1
Vegueta,2021 - I,22/05/21,"1,275",9.8,50.8 %,0.0
Vegueta,2021 - I,23/05/21,"4,275",30.0,2.3 %,0.0
Vegueta,2021 - I,24/05/21,794,16.7,8.4 %,0.0
Vegueta,2021 - I,28/05/21,102,14.6,41.3 %,0.0
Vegueta,2021 - I,29/05/21,"1,218",8.5,4.1 %,0.0
Vegueta,2021 - I,30/05/21,"3,055",17.3,17.0 %,0.0
Vegueta,2021 - I,3/06/21,"1,960",19.0,27.9 %,0.0
Vegueta,2021 - I,4/06/21,726,10.6,22.3 %,0.0
Vegueta,2021 - I,5/06/21,920,13.3,15.0 %,0.0
Vegueta,2021 - I,6/06/21,538,14.3,17.4 %,0.0
Vegueta,2021 - I,7/06/21,112,13.6,30.2 %,0.0
Vegueta,2021 - I,9/06/21,399,12.7,12.5 %,0.0
Vegueta,2021 - I,10/06/21,420,7.0,32.5 %,0.0
Vegueta,2021 - I,16/06/21,284,7.2,24.8 %,0.0
Vegueta,2021 - I,17/06/21,"2,356",11.7,21.8 %,0.4
Vegueta,2021 - I,18/06/21,"2,705",15.9,27.4 %,1.7
Vegueta,2021 - I,19/06/21,32,8.0,78.6 %,7.8
Vegueta,2021 - I,23/06/21,"1,212",8.5,31.6 %,0.0
Vegueta,2021 - I,3/07/21,283,19.6,0.0 %,0.2
Vegueta,2021 - I,5/07/21,"1,659",36.7,0.0 %,0.0
Vegueta,2021 - II,15/11/21,"1,279",16.4,3.0 %,10.3
Vegueta,2021 - II,17/11/21,"2,605",14.6,24.8 %,3.0
Vegueta,2021 - II,18/11/21,"1,983",16.7,9.3 %,1.7
Vegueta,2021 - II,19/11/21,"2,914",19.6,5.4 %,0.4
Vegueta,2021 - II,20/11/21,"2,532",16.5,5.1 %,0.0
Vegueta,2021 - II,21/11/21,"2,723",14.9,3.4 %,0.0
Vegueta,2021 - II,22/11/21,"1,178",18.4,10.9 %,0.5
Vegueta,2021 - II,23/11/21,"2,759",14.4,6.4 %,0.1
Vegueta,2021 - II,24/11/21,"1,741",12.9,15.7 %,1.5
Vegueta,2021 - II,25/11/21,"2,026",16.1,0.5 %,0.0
Vegueta,2021 - II,26/11/21,"2,817",20.0,3.2 %,0.0
Vegueta,2021 - II,27/11/21,"1,758",15.4,5.8 %,0.0
Vegueta,2021 - II,28/11/21,"3,002",13.8,2.2 %,1.1
Vegueta,2021 - II,29/11/21,"2,881",16.2,6.6 %,1.8
Vegueta,2021 - II,30/11/21,771,15.6,6.3 %,0.3
Vegueta,2021 - II,1/12/21,"2,722",15.4,1.6 %,0.1
Vegueta,2021 - II,2/12/21,"2,046",21.6,0.7 %,0.0
Vegueta,2021 - II,3/12/21,640,17.8,2.4 %,0.0
Vegueta,2021 - II,4/12/21,"2,422",12.3,7.4 %,0.0
Vegueta,2021 - II,5/12/21,653,15.9,5.8 %,0.2
Vegueta,2021 - II,6/12/21,"3,056",17.1,1.7 %,0.6
Vegueta,2021 - II,7/12/21,"2,328",12.7,9.0 %,0.8
Vegueta,2021 - II,8/12/21,"2,752",17.2,27.1 %,5.9
Vegueta,2021 - II,9/12/21,577,10.4,3.8 %,6.4
Vegueta,2021 - II,10/12/21,"1,630",12.9,2.6 %,4.5
Vegueta,2021 - II,11/12/21,"1,358",10.6,5.1 %,4.2
Vegueta,2021 - II,12/12/21,"1,013",9.2,6.1 %,0.9
Vegueta,2021 - II,13/12/21,"1,568",11.5,8.4 %,3.8
Vegueta,2021 - II,14/12/21,"1,081",8.6,6.7 %,2.5
Vegueta,2021 - II,15/12/21,"1,902",12.9,4.6 %,3.4
Vegueta,2021 - II,16/12/21,"2,358",11.9,31.1 %,2.3
Vegueta,2021 - II,17/12/21,"1,070",8.4,38.2 %,1.1
Vegueta,2021 - II,18/12/21,"1,202",9.7,16.4 %,0.0
Vegueta,2021 - II,19/12/21,"1,139",10.7,26.9 %,0.0
Vegueta,2021 - II,20/12/21,198,6.0,0.1 %,0.0
Vegueta,2022 - I,4/05/22,"1,707",8.2,68.9 %,2.2
Vegueta,2022 - I,5/05/22,"2,953",15.8,67.8 %,2.2
Vegueta,2022 - I,6/05/22,"2,091",23.7,55.2 %,1.7
Vegueta,2022 - I,7/05/22,586,12.9,44.5 %,0.1
Vegueta,2022 - I,8/05/22,"1,392",18.1,24.1 %,0.0
Vegueta,2022 - I,10/05/22,595,27.0,12.8 %,0.0
Vegueta,2022 - I,11/05/22,"2,044",27.5,4.5 %,0.8
Vegueta,2022 - I,12/05/22,"2,891",14.2,62.0 %,1.4
Vegueta,2022 - I,13/05/22,"3,363",19.7,68.7 %,4.3
Vegueta,2022 - I,14/05/22,"2,172",26.8,63.6 %,1.1
Vegueta,2022 - I,16/05/22,"2,818",28.1,6.1 %,0.0
Vegueta,2022 - I,18/05/22,"1,924",14.6,16.2 %,0.0
Vegueta,2022 - I,19/05/22,"2,398",17.4,7.8 %,0.0
Vegueta,2022 - I,21/05/22,"1,707",22.3,24.1 %,0.0
Vegueta,2022 - I,22/05/22,"3,186",19.7,9.3 %,0.0
Vegueta,2022 - I,23/05/22,889,18.0,6.4 %,0.0
Vegueta,2022 - I,24/05/22,425,8.7,6.2 %,0.0
Vegueta,2022 - I,26/05/22,"1,490",30.5,7.5 %,4.0
Vegueta,2022 - I,28/05/22,"2,768",27.4,19.2 %,0.1
Vegueta,2022 - I,29/05/22,938,11.6,49.2 %,1.9
Vegueta,2022 - I,30/05/22,"2,052",23.4,31.8 %,0.0
Vegueta,2022 - I,31/05/22,"1,743",16.9,23.6 %,0.0
Vegueta,2022 - I,1/06/22,"1,703",21.8,10.6 %,0.7
Vegueta,2022 - I,2/06/22,"1,627",26.0,23.2 %,0.0
Vegueta,2022 - I,3/06/22,"1,934",24.0,35.9 %,1.6
Vegueta,2022 - I,10/06/22,723,13.3,19.4 %,0.0
Vegueta,2022 - I,11/06/22,"2,769",20.2,19.9 %,5.2
Vegueta,2022 - I,12/06/22,"2,097",15.9,24.8 %,7.4
Vegueta,2022 - I,13/06/22,"1,935",21.3,45.1 %,7.2
Vegueta,2022 - I,15/06/22,712,13.5,2.4 %,2.2
Vegueta,2022 - I,16/06/22,"1,928",10.8,7.7 %,0.3
Vegueta,2022 - I,18/06/22,"2,050",29.9,27.1 %,4.3
Vegueta,2022 - I,19/06/22,"1,579",22.4,58.7 %,2.6
Vegueta,2022 - I,20/06/22,"2,094",12.9,40.2 %,0.0
Vegueta,2022 - I,21/06/22,"2,933",15.6,20.7 %,0.0
Vegueta,2022 - I,22/06/22,"1,996",16.6,17.1 %,0.0
Vegueta,2022 - I,2/07/22,922,9.4,13.0 %,0.0
Vegueta,2022 - I,3/07/22,"2,413",20.7,10.6 %,2.0
Vegueta,2022 - I,5/07/22,"1,256",9.7,62.5 %,8.7
Vegueta,2022 - I,6/07/22,"1,802",9.7,48.9 %,2.6
Vegueta,2022 - I,7/07/22,984,10.3,54.9 %,3.8
Vegueta,2022 - I,11/07/22,472,12.8,38.8 %,5.3
Vegueta,2022 - I,12/07/22,765,20.4,51.4 %,4.4
Vegueta,2022 - I,13/07/22,997,12.1,51.1 %,4.4
